Date,GeoId,Count_Person_25To64Years_EnrolledInEducationOrTraining_Female_AsAFractionOfCount_Person_25To64Years_Female,Count_Person_25To64Years_EnrolledInEducationOrTraining_Male_AsAFractionOfCount_Person_25To64Years_Male,Count_Person_25To64Years_EnrolledInEducationOrTraining_AsAFractionOfCount_Person_25To64Years
2017,dcid:nuts/TR81,5.7,5.2,5.4
2018,dcid:nuts/TR81,5.7,5.3,5.5
2019,dcid:nuts/TR81,4.9,5.4,5.1
2006,dcid:nuts/TR82,1.1,3.5,2.3
2007,dcid:nuts/TR82,1.8,3.0,2.4
2008,dcid:nuts/TR82,2.3,2.9,2.6
2009,dcid:nuts/TR82,2.8,3.8,3.3
2010,dcid:nuts/TR82,2.8,3.4,3.1
2011,dcid:nuts/TR82,2.8,3.6,3.2
2012,dcid:nuts/TR82,4.0,3.6,3.8
2013,dcid:nuts/TR82,3.5,3.5,3.5
2014,dcid:nuts/TR82,5.2,4.9,5.1
2015,dcid:nuts/TR82,5.1,4.6,4.8
2016,dcid:nuts/TR82,4.3,4.9,4.6
2017,dcid:nuts/TR82,5.5,5.2,5.4
2018,dcid:nuts/TR82,5.5,4.5,5.0
2019,dcid:nuts/TR82,5.7,4.5,5.1
2006,dcid:nuts/TR83,0.8,1.6,1.1
2007,dcid:nuts/TR83,1.4,1.6,1.5
2008,dcid:nuts/TR83,1.5,2.0,1.7
2009,dcid:nuts/TR83,2.3,2.4,2.3
2010,dcid:nuts/TR83,3.2,3.1,3.1
2011,dcid:nuts/TR83,3.3,2.9,3.1
2012,dcid:nuts/TR83,2.8,2.7,2.7
2013,dcid:nuts/TR83,4.2,3.8,4.0
2014,dcid:nuts/TR83,5.8,4.2,5.0
2015,dcid:nuts/TR83,6.4,4.7,5.5
2016,dcid:nuts/TR83,6.4,5.0,5.7
2017,dcid:nuts/TR83,5.5,5.3,5.4
2018,dcid:nuts/TR83,6.1,5.0,5.6
2019,dcid:nuts/TR83,5.8,4.6,5.2
2006,dcid:nuts/TR9,2.0,2.2,2.1
2007,dcid:nuts/TR9,1.5,2.0,1.8
2008,dcid:nuts/TR9,2.0,2.2,2.1
2009,dcid:nuts/TR9,2.0,2.1,2.1
2010,dcid:nuts/TR9,2.7,1.9,2.3
2011,dcid:nuts/TR9,2.7,2.4,2.5
2012,dcid:nuts/TR9,2.6,2.0,2.3
2013,dcid:nuts/TR9,2.8,2.5,2.6
2014,dcid:nuts/TR9,3.5,3.3,3.4
2015,dcid:nuts/TR9,3.2,3.7,3.4
2016,dcid:nuts/TR9,4.0,4.2,4.1
2017,dcid:nuts/TR9,2.6,3.2,2.9
2018,dcid:nuts/TR9,3.2,3.3,3.3
2019,dcid:nuts/TR9,3.8,3.3,3.6
2006,dcid:nuts/TR90,2.0,2.2,2.1
2007,dcid:nuts/TR90,1.5,2.0,1.8
2008,dcid:nuts/TR90,2.0,2.2,2.1
2009,dcid:nuts/TR90,2.0,2.1,2.1
2010,dcid:nuts/TR90,2.7,1.9,2.3
2011,dcid:nuts/TR90,2.7,2.4,2.5
2012,dcid:nuts/TR90,2.6,2.0,2.3
2013,dcid:nuts/TR90,2.8,2.5,2.6
2014,dcid:nuts/TR90,3.5,3.3,3.4
2015,dcid:nuts/TR90,3.2,3.7,3.4
2016,dcid:nuts/TR90,4.0,4.2,4.1
2017,dcid:nuts/TR90,2.6,3.2,2.9
2018,dcid:nuts/TR90,3.2,3.3,3.3
2019,dcid:nuts/TR90,3.8,3.3,3.6
2006,dcid:nuts/TRA,0.8,3.5,2.2
2007,dcid:nuts/TRA,0.9,2.6,1.7
2008,dcid:nuts/TRA,0.9,2.4,1.7
2009,dcid:nuts/TRA,1.3,2.5,1.9
2010,dcid:nuts/TRA,1.5,3.2,2.3
2011,dcid:nuts/TRA,1.7,3.3,2.5
2012,dcid:nuts/TRA,3.1,4.1,3.6
2013,dcid:nuts/TRA,3.8,4.8,4.3
2014,dcid:nuts/TRA,4.7,4.5,4.6
2015,dcid:nuts/TRA,5.0,6.7,5.9
2016,dcid:nuts/TRA,4.8,5.6,5.2
2017,dcid:nuts/TRA,4.2,6.7,5.5
2018,dcid:nuts/TRA,4.6,6.3,5.5
2019,dcid:nuts/TRA,5.2,5.5,5.4
2006,dcid:nuts/TRA1,0.8,4.4,2.6
2007,dcid:nuts/TRA1,1.1,3.2,2.2
2008,dcid:nuts/TRA1,1.2,3.0,2.1
2009,dcid:nuts/TRA1,1.5,3.3,2.4
2010,dcid:nuts/TRA1,1.9,4.1,3.0
2011,dcid:nuts/TRA1,2.2,4.8,3.5
2012,dcid:nuts/TRA1,3.6,5.5,4.6
2013,dcid:nuts/TRA1,4.2,6.1,5.2
2014,dcid:nuts/TRA1,5.3,5.7,5.5
2015,dcid:nuts/TRA1,3.8,7.9,5.8
2016,dcid:nuts/TRA1,5.1,6.2,5.6
2017,dcid:nuts/TRA1,5.0,8.1,6.5
2018,dcid:nuts/TRA1,4.9,7.4,6.2
2019,dcid:nuts/TRA1,6.2,6.7,6.5
2006,dcid:nuts/TRA2,0.8,2.5,1.6
2007,dcid:nuts/TRA2,0.7,1.8,1.3
2008,dcid:nuts/TRA2,0.6,1.8,1.2
2009,dcid:nuts/TRA2,1.0,1.5,1.2
2010,dcid:nuts/TRA2,0.9,2.1,1.5
2011,dcid:nuts/TRA2,1.1,1.9,1.5
2012,dcid:nuts/TRA2,2.5,2.8,2.6
2013,dcid:nuts/TRA2,3.4,3.5,3.4
2014,dcid:nuts/TRA2,4.1,3.3,3.7
2015,dcid:nuts/TRA2,6.3,5.5,5.9
2016,dcid:nuts/TRA2,4.6,5.1,4.9
2017,dcid:nuts/TRA2,3.4,5.4,4.4
2018,dcid:nuts/TRA2,4.3,5.1,4.7
2019,dcid:nuts/TRA2,4.1,4.1,4.1
2006,dcid:nuts/TRB,0.9,1.7,1.3
2007,dcid:nuts/TRB,0.9,1.8,1.4
2008,dcid:nuts/TRB,1.3,2.8,2.0
2009,dcid:nuts/TRB,1.9,3.0,2.4
2010,dcid:nuts/TRB,2.9,3.6,3.3
2011,dcid:nuts/TRB,3.8,4.2,4.0
2012,dcid:nuts/TRB,3.8,5.5,4.6
2013,dcid:nuts/TRB,4.1,5.3,4.7
2014,dcid:nuts/TRB,5.0,7.5,6.2
2015,dcid:nuts/TRB,5.3,5.8,5.6
2016,dcid:nuts/TRB,5.2,6.1,5.6
2017,dcid:nuts/TRB,5.4,6.3,5.8
2018,dcid:nuts/TRB,7.8,7.8,7.8
2019,dcid:nuts/TRB,6.2,7.1,6.7
2006,dcid:nuts/TRB1,1.0,1.6,1.3
2007,dcid:nuts/TRB1,1.3,1.8,1.5
2008,dcid:nuts/TRB1,1.7,2.9,2.3
2009,dcid:nuts/TRB1,2.4,3.2,2.8
2010,dcid:nuts/TRB1,3.5,4.2,3.9
2011,dcid:nuts/TRB1,4.4,4.6,4.5
2012,dcid:nuts/TRB1,4.5,7.1,5.8
2013,dcid:nuts/TRB1,5.4,6.1,5.7
2014,dcid:nuts/TRB1,6.3,8.4,7.3
2015,dcid:nuts/TRB1,7.0,6.9,7.0
2016,dcid:nuts/TRB1,7.0,7.1,7.1
2017,dcid:nuts/TRB1,7.5,7.4,7.5
2018,dcid:nuts/TRB1,9.9,9.3,9.6
2019,dcid:nuts/TRB1,7.1,8.0,7.5
2006,dcid:nuts/TRB2,0.8,1.8,1.3
2007,dcid:nuts/TRB2,0.6,1.9,1.2
2008,dcid:nuts/TRB2,0.8,2.6,1.7
2009,dcid:nuts/TRB2,1.2,2.9,2.1
2010,dcid:nuts/TRB2,2.2,3.0,2.6
2011,dcid:nuts/TRB2,3.1,3.8,3.4
2012,dcid:nuts/TRB2,3.0,3.9,3.4
2013,dcid:nuts/TRB2,2.5,4.4,3.5
2014,dcid:nuts/TRB2,3.5,6.6,5.1
2015,dcid:nuts/TRB2,3.4,4.7,4.1
2016,dcid:nuts/TRB2,3.1,5.1,4.1
2017,dcid:nuts/TRB2,3.0,5.2,4.1
2018,dcid:nuts/TRB2,5.6,6.3,5.9
2019,dcid:nuts/TRB2,5.2,6.2,5.7
2006,dcid:nuts/TRC,0.7,1.5,1.1
2007,dcid:nuts/TRC,0.4,0.9,0.6
2008,dcid:nuts/TRC,0.7,1.0,0.9
2009,dcid:nuts/TRC,1.3,2.0,1.6
2010,dcid:nuts/TRC,1.8,2.7,2.3
2011,dcid:nuts/TRC,2.1,2.9,2.5
2012,dcid:nuts/TRC,2.4,3.0,2.7
2013,dcid:nuts/TRC,3.7,4.7,4.2
2014,dcid:nuts/TRC,3.9,5.2,4.6
2015,dcid:nuts/TRC,3.6,5.0,4.3
2016,dcid:nuts/TRC,3.4,5.6,4.5
2017,dcid:nuts/TRC,3.5,4.9,4.2
2018,dcid:nuts/TRC,4.0,4.9,4.5
2019,dcid:nuts/TRC,3.3,4.9,4.1
2006,dcid:nuts/TRC1,0.8,0.7,0.8
2007,dcid:nuts/TRC1,0.1,0.5,0.3
2008,dcid:nuts/TRC1,0.8,0.8,0.8
2009,dcid:nuts/TRC1,1.3,1.7,1.5
2010,dcid:nuts/TRC1,1.9,2.5,2.2
2011,dcid:nuts/TRC1,1.9,2.8,2.3
2012,dcid:nuts/TRC1,2.3,3.1,2.7
2013,dcid:nuts/TRC1,3.0,4.1,3.6
2014,dcid:nuts/TRC1,4.6,4.5,4.5
2015,dcid:nuts/TRC1,3.6,4.4,4.0
2016,dcid:nuts/TRC1,3.8,4.1,4.0
2017,dcid:nuts/TRC1,3.4,3.5,3.4
2018,dcid:nuts/TRC1,3.3,4.3,3.8
2019,dcid:nuts/TRC1,3.7,4.4,4.0
2006,dcid:nuts/TRC2,0.8,1.7,1.2
2007,dcid:nuts/TRC2,0.7,1.2,1.0
2008,dcid:nuts/TRC2,0.8,1.0,0.9
2009,dcid:nuts/TRC2,1.1,1.9,1.5
2010,dcid:nuts/TRC2,1.5,2.3,1.9
2011,dcid:nuts/TRC2,2.1,2.6,2.3
2012,dcid:nuts/TRC2,2.1,1.9,2.0
2013,dcid:nuts/TRC2,4.4,4.5,4.5
2014,dcid:nuts/TRC2,3.5,4.9,4.2
2015,dcid:nuts/TRC2,3.6,4.8,4.2
2016,dcid:nuts/TRC2,2.9,6.6,4.7
2017,dcid:nuts/TRC2,3.5,4.8,4.1
2018,dcid:nuts/TRC2,4.3,4.8,4.5
2019,dcid:nuts/TRC2,3.0,4.4,3.7
2006,dcid:nuts/TRC3,0.6,2.2,1.4
2007,dcid:nuts/TRC3,,0.9,0.5
2008,dcid:nuts/TRC3,0.6,1.4,1.0
2009,dcid:nuts/TRC3,1.4,2.4,1.9
2010,dcid:nuts/TRC3,2.3,3.5,2.9
2011,dcid:nuts/TRC3,2.5,3.5,3.0
2012,dcid:nuts/TRC3,3.1,4.9,4.0
2013,dcid:nuts/TRC3,3.3,6.0,4.6
2014,dcid:nuts/TRC3,3.4,6.9,5.1
2015,dcid:nuts/TRC3,3.7,6.2,4.9
2016,dcid:nuts/TRC3,3.7,6.1,4.9
2017,dcid:nuts/TRC3,3.7,7.2,5.4
2018,dcid:nuts/TRC3,4.6,5.9,5.2
2019,dcid:nuts/TRC3,3.3,6.4,4.8
2000,dcid:nuts/UK,23.6,17.6,20.5
2001,dcid:nuts/UK,24.4,17.6,20.9
2002,dcid:nuts/UK,24.9,17.9,21.3
2003,dcid:nuts/UK,31.1,23.4,27.2
2004,dcid:nuts/UK,33.1,24.9,29.0
2005,dcid:nuts/UK,32.1,23.1,27.6
2006,dcid:nuts/UK,32.2,22.7,27.4
2007,dcid:nuts/UK,23.9,17.1,20.5
2008,dcid:nuts/UK,23.9,17.1,20.5
2009,dcid:nuts/UK,24.1,17.2,20.7
2010,dcid:nuts/UK,23.3,16.9,20.1
2011,dcid:nuts/UK,18.2,14.4,16.3
2012,dcid:nuts/UK,18.0,14.6,16.3
2013,dcid:nuts/UK,18.3,15.0,16.6
2014,dcid:nuts/UK,18.0,14.6,16.3
2015,dcid:nuts/UK,17.5,13.9,15.7
2016,dcid:nuts/UK,15.8,13.0,14.4
2017,dcid:nuts/UK,15.8,12.8,14.3
2018,dcid:nuts/UK,16.2,12.9,14.6
2019,dcid:nuts/UK,16.3,13.3,14.8
2000,dcid:nuts/UKC,20.3,15.9,18.1
2001,dcid:nuts/UKC,22.0,15.8,18.8
2002,dcid:nuts/UKC,21.3,16.9,19.1
2003,dcid:nuts/UKC,28.3,20.8,24.5
2004,dcid:nuts/UKC,31.2,23.1,27.1
2005,dcid:nuts/UKC,30.5,22.6,26.5
2006,dcid:nuts/UKC,31.5,22.9,27.2
2007,dcid:nuts/UKC,21.4,16.6,19.0
2008,dcid:nuts/UKC,22.7,16.2,19.5
2009,dcid:nuts/UKC,20.5,16.3,18.5
2010,dcid:nuts/UKC,19.9,15.6,17.8
2011,dcid:nuts/UKC,17.0,13.1,15.1
2012,dcid:nuts/UKC,19.4,14.2,16.8
2013,dcid:nuts/UKC,17.1,13.5,15.4
2014,dcid:nuts/UKC,16.2,11.9,14.1
2015,dcid:nuts/UKC,15.8,12.6,14.3
2016,dcid:nuts/UKC,13.2,11.6,12.4
2017,dcid:nuts/UKC,12.4,12.3,12.4
2018,dcid:nuts/UKC,14.4,11.5,13.0
2019,dcid:nuts/UKC,15.0,11.7,13.4
2000,dcid:nuts/UKC1,21.3,16.6,18.9
2001,dcid:nuts/UKC1,22.5,16.7,19.6
2002,dcid:nuts/UKC1,20.0,15.6,17.7
2003,dcid:nuts/UKC1,26.9,19.1,22.9
2004,dcid:nuts/UKC1,31.5,23.4,27.4
2005,dcid:nuts/UKC1,30.7,22.9,26.8
2006,dcid:nuts/UKC1,31.6,22.4,27.1
2007,dcid:nuts/UKC1,21.4,16.8,19.2
2008,dcid:nuts/UKC1,21.3,15.6,18.5
2009,dcid:nuts/UKC1,20.2,16.1,18.2
2010,dcid:nuts/UKC1,20.0,16.4,18.2
2011,dcid:nuts/UKC1,15.3,13.4,14.4
2012,dcid:nuts/UKC1,18.7,13.5,16.2
2013,dcid:nuts/UKC1,17.6,13.5,15.6
2014,dcid:nuts/UKC1,16.8,12.6,14.8
2015,dcid:nuts/UKC1,18.3,13.8,16.1
2016,dcid:nuts/UKC1,15.2,11.6,13.5
2017,dcid:nuts/UKC1,12.2,12.5,12.3
2018,dcid:nuts/UKC1,14.4,10.9,12.7
2019,dcid:nuts/UKC1,15.6,12.6,14.1
2000,dcid:nuts/UKC2,19.5,15.4,17.4
2001,dcid:nuts/UKC2,21.6,15.0,18.2
2002,dcid:nuts/UKC2,22.4,18.0,20.2
2003,dcid:nuts/UKC2,29.4,22.1,25.7
2004,dcid:nuts/UKC2,31.0,22.8,26.8
2005,dcid:nuts/UKC2,30.4,22.3,26.3
2006,dcid:nuts/UKC2,31.4,23.2,27.2
2007,dcid:nuts/UKC2,21.3,16.4,18.9
2008,dcid:nuts/UKC2,23.8,16.6,20.3
2009,dcid:nuts/UKC2,20.9,16.4,18.7
2010,dcid:nuts/UKC2,19.8,14.9,17.4
2011,dcid:nuts/UKC2,18.5,12.9,15.7
2012,dcid:nuts/UKC2,19.9,14.8,17.4
2013,dcid:nuts/UKC2,16.7,13.6,15.1
2014,dcid:nuts/UKC2,15.7,11.4,13.5
2015,dcid:nuts/UKC2,13.7,11.7,12.7
2016,dcid:nuts/UKC2,11.4,11.6,11.5
2017,dcid:nuts/UKC2,12.7,12.1,12.4
2018,dcid:nuts/UKC2,14.5,12.0,13.2
2019,dcid:nuts/UKC2,14.6,11.0,12.8
2000,dcid:nuts/UKD,23.2,17.6,20.3
2001,dcid:nuts/UKD,24.0,17.7,20.8
2002,dcid:nuts/UKD,23.1,17.1,20.0
2003,dcid:nuts/UKD,28.2,21.9,25.0
2004,dcid:nuts/UKD,30.5,22.9,26.6
2005,dcid:nuts/UKD,31.1,22.3,26.6
2006,dcid:nuts/UKD,29.3,20.9,25.1
2007,dcid:nuts/UKD,22.4,15.8,19.2
2008,dcid:nuts/UKD,22.5,15.2,18.9
2009,dcid:nuts/UKD,23.8,15.9,19.9
2010,dcid:nuts/UKD,22.1,16.1,19.2
2011,dcid:nuts/UKD,17.6,13.9,15.8
2012,dcid:nuts/UKD,17.1,13.3,15.2
2013,dcid:nuts/UKD,16.8,13.7,15.3
2014,dcid:nuts/UKD,17.5,14.0,15.8
2015,dcid:nuts/UKD,16.7,13.3,15.0
2016,dcid:nuts/UKD,16.0,12.3,14.2
2017,dcid:nuts/UKD,15.3,12.7,14.0
2018,dcid:nuts/UKD,14.6,12.6,13.6
2019,dcid:nuts/UKD,15.3,12.7,14.0
2000,dcid:nuts/UKD1,23.3,19.3,21.2
2001,dcid:nuts/UKD1,24.8,15.6,20.0
2002,dcid:nuts/UKD1,21.3,14.0,17.5
2003,dcid:nuts/UKD1,28.2,23.8,25.9
2004,dcid:nuts/UKD1,34.1,22.7,28.2
2005,dcid:nuts/UKD1,30.7,23.5,26.9
2006,dcid:nuts/UKD1,29.4,21.0,25.0
2007,dcid:nuts/UKD1,26.7,15.1,20.8
2008,dcid:nuts/UKD1,21.2,13.1,17.1
2009,dcid:nuts/UKD1,23.3,15.9,19.6
2010,dcid:nuts/UKD1,23.4,17.6,20.5
2011,dcid:nuts/UKD1,16.9,13.9,15.4
2012,dcid:nuts/UKD1,13.6,12.8,13.2
2013,dcid:nuts/UKD1,18.0,13.3,15.6
2014,dcid:nuts/UKD1,17.6,13.6,15.6
2015,dcid:nuts/UKD1,17.9,12.2,15.1
2016,dcid:nuts/UKD1,16.5,10.8,13.5
2017,dcid:nuts/UKD1,13.7,9.8,11.8
2018,dcid:nuts/UKD1,14.8,14.8,14.8
2019,dcid:nuts/UKD1,15.3,13.1,14.2
2000,dcid:nuts/UKD3,23.0,17.9,20.3
2001,dcid:nuts/UKD3,24.2,17.8,20.9
2002,dcid:nuts/UKD3,23.0,19.1,21.0
2003,dcid:nuts/UKD3,28.4,23.4,25.8
2004,dcid:nuts/UKD3,30.9,25.0,27.9
2005,dcid:nuts/UKD3,31.1,23.6,27.4
2006,dcid:nuts/UKD3,29.9,22.0,25.9
2007,dcid:nuts/UKD3,23.0,15.4,19.2
2008,dcid:nuts/UKD3,22.6,15.4,19.0
2009,dcid:nuts/UKD3,24.1,15.8,20.0
2010,dcid:nuts/UKD3,23.5,16.4,20.0
2011,dcid:nuts/UKD3,19.0,14.0,16.5
2012,dcid:nuts/UKD3,17.1,14.1,15.6
2013,dcid:nuts/UKD3,17.7,14.6,16.2
2014,dcid:nuts/UKD3,18.5,15.5,17.0
2015,dcid:nuts/UKD3,18.3,14.3,16.3
2016,dcid:nuts/UKD3,17.1,12.2,14.7
2017,dcid:nuts/UKD3,16.4,11.8,14.1
2018,dcid:nuts/UKD3,14.9,13.3,14.1
2019,dcid:nuts/UKD3,16.0,13.8,14.9
2000,dcid:nuts/UKD4,23.2,17.4,20.2
2001,dcid:nuts/UKD4,23.9,15.1,19.4
2002,dcid:nuts/UKD4,23.1,14.1,18.5
2003,dcid:nuts/UKD4,31.5,23.2,27.3
2004,dcid:nuts/UKD4,30.7,23.0,26.8
2005,dcid:nuts/UKD4,32.0,21.7,26.7
2006,dcid:nuts/UKD4,30.3,21.0,25.5
2007,dcid:nuts/UKD4,21.3,17.2,19.3
2008,dcid:nuts/UKD4,21.9,15.1,18.5
2009,dcid:nuts/UKD4,24.1,16.0,20.1
2010,dcid:nuts/UKD4,20.6,16.5,18.6
2011,dcid:nuts/UKD4,17.6,13.8,15.7
2012,dcid:nuts/UKD4,17.8,13.7,15.8
2013,dcid:nuts/UKD4,17.8,13.8,15.8
2014,dcid:nuts/UKD4,18.2,13.9,16.1
2015,dcid:nuts/UKD4,17.9,13.2,15.6
2016,dcid:nuts/UKD4,16.8,14.0,15.5
2017,dcid:nuts/UKD4,17.0,14.9,16.0
2018,dcid:nuts/UKD4,16.6,11.4,14.0
2019,dcid:nuts/UKD4,14.9,12.3,13.6
2004,dcid:nuts/UKD6,37.9,26.1,31.7
2005,dcid:nuts/UKD6,32.5,22.8,27.7
2006,dcid:nuts/UKD6,28.8,20.6,24.7
2007,dcid:nuts/UKD6,22.6,15.7,19.3
2008,dcid:nuts/UKD6,23.2,15.5,19.4
2009,dcid:nuts/UKD6,24.4,14.8,19.6
2010,dcid:nuts/UKD6,22.3,15.1,18.8
2011,dcid:nuts/UKD6,17.6,15.7,16.7
2012,dcid:nuts/UKD6,17.7,12.6,15.3
2013,dcid:nuts/UKD6,14.7,13.6,14.2
2014,dcid:nuts/UKD6,16.9,11.9,14.4
2015,dcid:nuts/UKD6,13.6,13.6,13.6
2016,dcid:nuts/UKD6,12.7,11.7,12.2
2017,dcid:nuts/UKD6,13.0,15.2,14.1
2018,dcid:nuts/UKD6,13.2,13.3,13.2
2019,dcid:nuts/UKD6,14.3,13.0,13.6
2004,dcid:nuts/UKD7,28.4,19.0,23.6
2005,dcid:nuts/UKD7,29.4,19.6,24.5
2006,dcid:nuts/UKD7,27.4,18.9,23.3
2007,dcid:nuts/UKD7,21.0,15.4,18.3
2008,dcid:nuts/UKD7,22.9,15.4,19.2
2009,dcid:nuts/UKD7,22.8,16.5,19.7
2010,dcid:nuts/UKD7,20.7,15.2,18.0
2011,dcid:nuts/UKD7,15.4,12.6,14.1
2012,dcid:nuts/UKD7,17.4,11.8,14.7
2013,dcid:nuts/UKD7,15.0,12.2,13.7
2014,dcid:nuts/UKD7,15.3,12.6,14.0
2015,dcid:nuts/UKD7,14.1,11.6,12.9
2016,dcid:nuts/UKD7,15.1,12.0,13.5
2017,dcid:nuts/UKD7,13.3,11.6,12.5
2018,dcid:nuts/UKD7,13.3,11.4,12.4
2019,dcid:nuts/UKD7,15.1,10.6,13.0
2000,dcid:nuts/UKE,22.6,16.5,19.5
2001,dcid:nuts/UKE,23.7,16.6,20.1
2002,dcid:nuts/UKE,24.2,17.2,20.6
2003,dcid:nuts/UKE,30.2,22.6,26.4
2004,dcid:nuts/UKE,32.7,24.8,28.7
2005,dcid:nuts/UKE,31.2,22.7,26.9
2006,dcid:nuts/UKE,30.4,21.0,25.7
2007,dcid:nuts/UKE,21.6,14.9,18.3
2008,dcid:nuts/UKE,21.6,15.0,18.3
2009,dcid:nuts/UKE,23.4,16.2,19.8
2010,dcid:nuts/UKE,21.7,15.8,18.8
2011,dcid:nuts/UKE,16.8,12.9,14.9
2012,dcid:nuts/UKE,17.6,14.2,15.9
2013,dcid:nuts/UKE,18.1,15.2,16.6
2014,dcid:nuts/UKE,17.0,13.4,15.2
2015,dcid:nuts/UKE,18.0,12.5,15.3
2016,dcid:nuts/UKE,15.9,12.9,14.4
2017,dcid:nuts/UKE,16.7,12.5,14.6
2018,dcid:nuts/UKE,17.0,13.0,15.0
2019,dcid:nuts/UKE,16.4,12.9,14.6
2000,dcid:nuts/UKE1,23.1,18.1,20.5
2001,dcid:nuts/UKE1,24.6,16.3,20.3
2002,dcid:nuts/UKE1,23.6,17.8,20.6
2003,dcid:nuts/UKE1,28.5,20.6,24.4
2004,dcid:nuts/UKE1,30.6,24.2,27.4
2005,dcid:nuts/UKE1,29.2,21.4,25.2
2006,dcid:nuts/UKE1,30.3,21.4,25.8
2007,dcid:nuts/UKE1,21.0,13.7,17.4
2008,dcid:nuts/UKE1,21.9,14.0,17.9
2009,dcid:nuts/UKE1,22.0,16.1,19.0
2010,dcid:nuts/UKE1,20.6,16.1,18.4
2011,dcid:nuts/UKE1,16.5,12.4,14.5
2012,dcid:nuts/UKE1,17.0,9.8,13.4
2013,dcid:nuts/UKE1,16.7,11.6,14.2
2014,dcid:nuts/UKE1,15.8,13.6,14.7
2015,dcid:nuts/UKE1,16.8,12.1,14.4
2016,dcid:nuts/UKE1,14.0,12.0,13.0
2017,dcid:nuts/UKE1,15.7,11.5,13.7
2018,dcid:nuts/UKE1,16.1,12.8,14.5
2019,dcid:nuts/UKE1,16.7,10.8,13.9
2000,dcid:nuts/UKE2,25.2,17.2,21.1
2001,dcid:nuts/UKE2,26.3,18.1,22.1
2002,dcid:nuts/UKE2,24.9,16.6,20.6
2003,dcid:nuts/UKE2,30.1,22.5,26.4
2004,dcid:nuts/UKE2,31.3,25.3,28.2
2005,dcid:nuts/UKE2,31.2,21.6,26.3
2006,dcid:nuts/UKE2,31.1,18.9,25.0
2007,dcid:nuts/UKE2,23.5,15.5,19.6
2008,dcid:nuts/UKE2,25.5,15.4,20.6
2009,dcid:nuts/UKE2,26.8,18.9,23.0
2010,dcid:nuts/UKE2,25.3,17.0,21.2
2011,dcid:nuts/UKE2,17.9,14.6,16.3
2012,dcid:nuts/UKE2,18.1,15.8,17.0
2013,dcid:nuts/UKE2,18.5,16.0,17.3
2014,dcid:nuts/UKE2,18.3,14.4,16.4
2015,dcid:nuts/UKE2,20.3,11.3,15.9
2016,dcid:nuts/UKE2,17.2,14.6,15.9
2017,dcid:nuts/UKE2,14.8,13.7,14.3
2018,dcid:nuts/UKE2,16.3,12.6,14.4
2019,dcid:nuts/UKE2,15.3,15.0,15.2
2000,dcid:nuts/UKE3,19.3,14.9,17.0
2001,dcid:nuts/UKE3,21.7,15.9,18.7
2002,dcid:nuts/UKE3,21.9,17.2,19.5
2003,dcid:nuts/UKE3,31.4,25.1,28.2
2004,dcid:nuts/UKE3,34.0,23.2,28.5
2005,dcid:nuts/UKE3,32.6,23.6,28.0
2006,dcid:nuts/UKE3,29.8,22.2,25.9
2007,dcid:nuts/UKE3,20.1,14.2,17.2
2008,dcid:nuts/UKE3,21.0,15.3,18.2
2009,dcid:nuts/UKE3,24.1,15.4,19.8
2010,dcid:nuts/UKE3,22.2,15.6,19.0
2011,dcid:nuts/UKE3,18.3,13.4,15.8
2012,dcid:nuts/UKE3,18.8,14.5,16.7
2013,dcid:nuts/UKE3,19.8,17.2,18.5
2014,dcid:nuts/UKE3,18.7,15.3,17.0
2015,dcid:nuts/UKE3,18.0,14.5,16.3
2016,dcid:nuts/UKE3,18.4,13.8,16.1
2017,dcid:nuts/UKE3,18.9,14.3,16.6
2018,dcid:nuts/UKE3,20.2,16.0,18.1
2019,dcid:nuts/UKE3,20.3,17.0,18.7
2000,dcid:nuts/UKE4,23.3,16.6,19.9
2001,dcid:nuts/UKE4,23.7,16.7,20.2
2002,dcid:nuts/UKE4,25.6,17.0,21.2
2003,dcid:nuts/UKE4,30.2,22.0,26.1
2004,dcid:nuts/UKE4,33.2,25.8,29.5
2005,dcid:nuts/UKE4,31.2,23.1,27.1
2006,dcid:nuts/UKE4,30.6,21.0,25.8
2007,dcid:nuts/UKE4,22.1,15.6,18.9
2008,dcid:nuts/UKE4,20.4,15.2,17.8
2009,dcid:nuts/UKE4,22.3,15.7,19.0
2010,dcid:nuts/UKE4,20.5,15.4,18.0
2011,dcid:nuts/UKE4,15.7,12.2,14.0
2012,dcid:nuts/UKE4,16.8,15.2,16.0
2013,dcid:nuts/UKE4,17.5,15.1,16.3
2014,dcid:nuts/UKE4,15.9,11.8,13.9
2015,dcid:nuts/UKE4,17.7,11.9,14.8
2016,dcid:nuts/UKE4,14.7,12.1,13.4
2017,dcid:nuts/UKE4,16.4,11.5,14.0
2018,dcid:nuts/UKE4,15.8,11.5,13.7
2019,dcid:nuts/UKE4,14.2,10.4,12.3
2000,dcid:nuts/UKF,23.2,16.4,19.7
2001,dcid:nuts/UKF,22.8,15.4,19.0
2002,dcid:nuts/UKF,24.6,16.3,20.3
2003,dcid:nuts/UKF,29.9,21.3,25.5
2004,dcid:nuts/UKF,34.0,23.0,28.5
2005,dcid:nuts/UKF,32.7,23.0,27.8
2006,dcid:nuts/UKF,32.0,23.4,27.7
2007,dcid:nuts/UKF,22.3,17.0,19.7
2008,dcid:nuts/UKF,23.2,16.7,20.0
2009,dcid:nuts/UKF,23.8,16.8,20.3
